680;51.7944118;9.361863
681;51.7939936;9.361709
682;51.7934254;9.3615009
683;51.7831723;9.3578488
684;51.7956471;9.3605485
685;51.7959941;9.3593353
686;51.7963348;9.3561056
687;51.7959677;9.3562793
688;51.7953732;9.3566041
689;51.7949018;9.3568119
690;51.7936874;9.3568736
691;51.7929296;9.3566308
692;51.7972366;9.3551146
693;51.7859607;9.3669261
694;51.7862229;9.3667478
695;51.7863648;9.3667063
696;51.7865303;9.3665065
697;51.786621;9.3663155
698;51.7866624;9.3661544
699;51.7866778;9.3660058
700;51.7866823;9.3658304
701;51.7866598;9.3656053
702;51.7865984;9.3653625
703;51.7865422;9.3652245
704;51.7864553;9.3650533
705;51.7865832;9.3653292
706;51.7879492;9.3657604
707;51.7877886;9.3656909
708;51.7841288;9.3689707
709;51.7850455;9.3681249
710;51.784086;9.3695093
711;51.7834192;9.3705956
712;51.7831481;9.3701838
713;51.7826541;9.3708398
714;51.7823123;9.3701731
715;51.7824876;9.3699827
716;51.7827762;9.3696367
717;51.7831465;9.3692108
718;51.7836038;9.368691
719;51.783935;9.3682949
720;51.7840054;9.3682059
721;51.784021;9.3681381
722;51.7840297;9.3680756
723;51.7840106;9.3679417
724;51.7839363;9.367662
725;51.7838558;9.3674132
726;51.7836785;9.3668551
727;51.7835933;9.366617
728;51.7834977;9.3665126
729;51.7838784;9.3666639
730;51.7839445;9.3665352
731;51.7840545;9.3675281
732;51.7841484;9.3674238
733;51.7842257;9.3673078
734;51.7840227;9.368578
735;51.7842001;9.3683763
736;51.7843617;9.3681833
737;51.7843965;9.3680877
738;51.7838099;9.3672737
